关系编号,源资料编号,源标题,源发布日期,目标资料编号,目标标题,目标发布日期,关系类型,主题链条,区域路径,匹配依据,证据文本,置信度,是否人工确认,备注
EVO-00624,AUTO-20260426-DBC1C0D7C5,关于提升广西壮族自治区新能源和新型并网主体涉网安全能力的通知,2025-08-01,AUTO-20260426-482E9580D6,关于提升海南省新能源和新型并网主体涉网安全能力的通知,2025-08-01,地方承接,新能源,南方区域->南方区域,主题链条：新能源；国家/区域/地方层级承接,关于提升广西壮族自治区新能源和新型并网主体涉网安全能力的通知 与 关于提升海南省新能源和新型并网主体涉网安全能力的通知 属于同一研究链条,中,否,
EVO-00625,AUTO-20260426-DBC1C0D7C5,关于提升广西壮族自治区新能源和新型并网主体涉网安全能力的通知,2025-08-01,AUTO-20260426-5AA1473F8F,关于提升广东省新能源和新型并网主体涉网安全能力的通知,2025-08-01,地方承接,新能源,南方区域->南方区域,主题链条：新能源；国家/区域/地方层级承接,关于提升广西壮族自治区新能源和新型并网主体涉网安全能力的通知 与 关于提升广东省新能源和新型并网主体涉网安全能力的通知 属于同一研究链条,中,否,
EVO-00626,AUTO-20260426-5AA1473F8F,关于提升广东省新能源和新型并网主体涉网安全能力的通知,2025-08-01,AUTO-20260426-482E9580D6,关于提升海南省新能源和新型并网主体涉网安全能力的通知,2025-08-01,地方承接,新能源,南方区域->南方区域,主题链条：新能源；国家/区域/地方层级承接,关于提升广东省新能源和新型并网主体涉网安全能力的通知 与 关于提升海南省新能源和新型并网主体涉网安全能力的通知 属于同一研究链条,中,否,
EVO-00627,AUTO-20260426-5AA1473F8F,关于提升广东省新能源和新型并网主体涉网安全能力的通知,2025-08-01,AUTO-20260426-DBC1C0D7C5,关于提升广西壮族自治区新能源和新型并网主体涉网安全能力的通知,2025-08-01,地方承接,新能源,南方区域->南方区域,主题链条：新能源；国家/区域/地方层级承接,关于提升广东省新能源和新型并网主体涉网安全能力的通知 与 关于提升广西壮族自治区新能源和新型并网主体涉网安全能力的通知 属于同一研究链条,中,否,
EVO-00628,AUTO-20260427-ED15D5C741,广东省发展和改革委员会 - 广东省发展改革委关于申报新能源可持续发展价格结算机制存量项目的通知,2025-09-30,AUTO-20260427-257D529B27,关于完善价格机制促进新能源发电就近消纳的通知(发改价格〔2025〕1192号),2025-09-12,地方承接,新能源,广东->全国,主题链条：新能源；国家/区域/地方层级承接,广东省发展和改革委员会 - 广东省发展改革委关于申报新能源可持续发展价格结算机制存量项目的通知 与 关于完善价格机制促进新能源发电就近消纳的通知(发改价格〔2025〕1192号) 属于同一研究链条,中,否,
EVO-00629,AUTO-20260427-ED15D5C741,广东省发展和改革委员会 - 广东省发展改革委关于申报新能源可持续发展价格结算机制存量项目的通知,2025-09-30,AUTO-20260426-482E9580D6,关于提升海南省新能源和新型并网主体涉网安全能力的通知,2025-08-01,地方承接,新能源,广东->南方区域,主题链条：新能源；国家/区域/地方层级承接,广东省发展和改革委员会 - 广东省发展改革委关于申报新能源可持续发展价格结算机制存量项目的通知 与 关于提升海南省新能源和新型并网主体涉网安全能力的通知 属于同一研究链条,中,否,
EVO-00630,AUTO-20260427-A739C746F8,关于上海市2025年度新能源增量项目机制电价竞价结果的通知_价格管理,2025-12-03,AUTO-20260427-6FF22802C9,关于促进新能源消纳和调控的指导意见(发改能源〔2025〕1360号),2025-11-10,地方承接,新能源,上海->全国,主题链条：新能源；国家/区域/地方层级承接,关于上海市2025年度新能源增量项目机制电价竞价结果的通知_价格管理 与 关于促进新能源消纳和调控的指导意见(发改能源〔2025〕1360号) 属于同一研究链条,中,否,
EVO-00631,AUTO-20260427-A739C746F8,关于上海市2025年度新能源增量项目机制电价竞价结果的通知_价格管理,2025-12-03,AUTO-20260427-257D529B27,关于完善价格机制促进新能源发电就近消纳的通知(发改价格〔2025〕1192号),2025-09-12,地方承接,新能源,上海->全国,主题链条：新能源；国家/区域/地方层级承接,关于上海市2025年度新能源增量项目机制电价竞价结果的通知_价格管理 与 关于完善价格机制促进新能源发电就近消纳的通知(发改价格〔2025〕1192号) 属于同一研究链条,中,否,
EVO-00632,AUTO-20260425-D5F253F0B2,关于印发重庆市支持智能网联新能源商用产业发展政策措施（2025—2027年）的通知,2025-12-30,AUTO-20260425-6D1818F6CF,关于优化集中式新能源发电企业市场报价的通知(试行)(发改能源〔2025〕1476号),2025-12-11,地方承接,新能源,重庆->全国,主题链条：新能源；国家/区域/地方层级承接,关于印发重庆市支持智能网联新能源商用产业发展政策措施（2025—2027年）的通知 与 关于优化集中式新能源发电企业市场报价的通知(试行)(发改能源〔2025〕1476号) 属于同一研究链条,中,否,
EVO-00633,AUTO-20260425-D5F253F0B2,关于印发重庆市支持智能网联新能源商用产业发展政策措施（2025—2027年）的通知,2025-12-30,AUTO-20260427-6FF22802C9,关于促进新能源消纳和调控的指导意见(发改能源〔2025〕1360号),2025-11-10,地方承接,新能源,重庆->全国,主题链条：新能源；国家/区域/地方层级承接,关于印发重庆市支持智能网联新能源商用产业发展政策措施（2025—2027年）的通知 与 关于促进新能源消纳和调控的指导意见(发改能源〔2025〕1360号) 属于同一研究链条,中,否,
EVO-00634,AUTO-20260425-3CC677DBE5,北京市发展和改革委员会关于公开征集市政府固定资产投资支持新能源供热项目的通知-本委其他文件-北京市发展和改革委员会,2026-03-09,AUTO-20260425-6D1818F6CF,关于优化集中式新能源发电企业市场报价的通知(试行)(发改能源〔2025〕1476号),2025-12-11,地方承接,新能源,北京->全国,主题链条：新能源；国家/区域/地方层级承接,北京市发展和改革委员会关于公开征集市政府固定资产投资支持新能源供热项目的通知-本委其他文件-北京市发展和改革委员会 与 关于优化集中式新能源发电企业市场报价的通知(试行)(发改能源〔2025〕1476号) 属于同一研究链条,中,否,
EVO-00635,AUTO-20260425-3CC677DBE5,北京市发展和改革委员会关于公开征集市政府固定资产投资支持新能源供热项目的通知-本委其他文件-北京市发展和改革委员会,2026-03-09,AUTO-20260427-6FF22802C9,关于促进新能源消纳和调控的指导意见(发改能源〔2025〕1360号),2025-11-10,地方承接,新能源,北京->全国,主题链条：新能源；国家/区域/地方层级承接,北京市发展和改革委员会关于公开征集市政府固定资产投资支持新能源供热项目的通知-本委其他文件-北京市发展和改革委员会 与 关于促进新能源消纳和调控的指导意见(发改能源〔2025〕1360号) 属于同一研究链条,中,否,
EVO-00636,AUTO-20260502-83C288CD96,关于印发《上海市省间清洁购电交易机制实施办法》的通知,2021-10-12,AUTO-20260502-63DBCD549E,关于印发《广东、广西、海南及南方区域跨省区清洁能源消纳情况综合监管实施方案》的通知,2021-04-25,地方承接,省间交易,上海->南方区域,主题链条：省间交易；国家/区域/地方层级承接,关于印发《上海市省间清洁购电交易机制实施办法》的通知 与 关于印发《广东、广西、海南及南方区域跨省区清洁能源消纳情况综合监管实施方案》的通知 属于同一研究链条,中,否,
EVO-00637,AUTO-20260426-DEDA1D301C,华中能源监管局关于公开征求《华中区域(东四省)省间电力互济市场交易规则》意见的通知,2025-08-01,AUTO-20260502-63DBCD549E,关于印发《广东、广西、海南及南方区域跨省区清洁能源消纳情况综合监管实施方案》的通知,2021-04-25,地方承接,省间交易,华中区域->南方区域,主题链条：省间交易；国家/区域/地方层级承接,华中能源监管局关于公开征求《华中区域(东四省)省间电力互济市场交易规则》意见的通知 与 关于印发《广东、广西、海南及南方区域跨省区清洁能源消纳情况综合监管实施方案》的通知 属于同一研究链条,中,否,
EVO-00638,AUTO-20260427-51AC1D580A,国家能源局西北监管局关于公开征求《西北区域省间电力互济交易运营规则（试行）（征求意见稿）》意见建议的通知,2026-01-23,AUTO-20260426-DEDA1D301C,华中能源监管局关于公开征求《华中区域(东四省)省间电力互济市场交易规则》意见的通知,2025-08-01,地方承接,省间交易,西北区域->华中区域,主题链条：省间交易；国家/区域/地方层级承接,国家能源局西北监管局关于公开征求《西北区域省间电力互济交易运营规则（试行）（征求意见稿）》意见建议的通知 与 华中能源监管局关于公开征求《华中区域(东四省)省间电力互济市场交易规则》意见的通知 属于同一研究链条,中,否,
EVO-00639,AUTO-20260427-51AC1D580A,国家能源局西北监管局关于公开征求《西北区域省间电力互济交易运营规则（试行）（征求意见稿）》意见建议的通知,2026-01-23,AUTO-20260502-63DBCD549E,关于印发《广东、广西、海南及南方区域跨省区清洁能源消纳情况综合监管实施方案》的通知,2021-04-25,地方承接,省间交易,西北区域->南方区域,主题链条：省间交易；国家/区域/地方层级承接,国家能源局西北监管局关于公开征求《西北区域省间电力互济交易运营规则（试行）（征求意见稿）》意见建议的通知 与 关于印发《广东、广西、海南及南方区域跨省区清洁能源消纳情况综合监管实施方案》的通知 属于同一研究链条,中,否,
EVO-00640,AUTO-20260427-EC19F02593,国家能源局西北监管局关于印发《西北区域省间电力互济交易实施细则(试行)》的通知,2026-04-27,AUTO-20260427-51AC1D580A,国家能源局西北监管局关于公开征求《西北区域省间电力互济交易运营规则（试行）（征求意见稿）》意见建议的通知,2026-01-23,配套文件,省间交易,西北区域->西北区域,主题链条：省间交易；国家/区域/地方层级承接,国家能源局西北监管局关于印发《西北区域省间电力互济交易实施细则(试行)》的通知 与 国家能源局西北监管局关于公开征求《西北区域省间电力互济交易运营规则（试行）（征求意见稿）》意见建议的通知 属于同一研究链条,中,否,
